buy_date,sell_date,sell_reason,symbol,symbol_name,strategy,profit_pct,raw_long,idx_return,idx_return_str,profit_pct_str,raw_long_str
2022-08-29,2022-09-21,止损(-15%),002475,立讯精密(002475),Alpha对冲 (做空沪深),-0.05596971878097369,-0.15134706814580023,-0.039407630583852854,-3.94%(沪深),-5.60%,-15.13%
2022-09-06,2022-12-07,止盈(60日),601888,中国中免(601888),Alpha对冲 (做空沪深),0.10885963825222403,0.20131166238950676,-0.0164076141149413,-1.64%(沪深),10.89%,20.13%
2022-09-07,2022-10-24,止损(-15%),600519,贵州茅台(600519),Alpha对冲 (做空沪深),-0.03804597957983145,-0.17511934090643794,-0.09902738174677504,-9.90%(沪深),-3.80%,-17.51%
2022-09-07,2022-10-28,止损(-15%),601318,中国平安(601318),Alpha对冲 (做空沪深),-0.02634242113961116,-0.17453625632377734,-0.12185141404455502,-12.19%(沪深),-2.63%,-17.45%
2022-10-06,2023-01-03,止盈(60日),00762,中国联通(00762),Alpha对冲 (做空恒生),0.175153477900714,0.463276836158192,0.112969880356764,11.30%(恒生),17.52%,46.33%
2022-10-31,2023-01-31,止盈(60日),00700,腾讯控股(00700),Alpha对冲 (做空恒生),0.1832447442018646,0.8392685755534167,0.4727790871496875,47.28%(恒生),18.32%,83.93%
2022-10-31,2023-01-31,止盈(60日),300244,迈瑞医疗(300244),Alpha对冲 (做空创业板),-0.09888735841069968,-0.03973013493253368,0.15804458188886567,15.80%(创业板),-9.89%,-3.97%
2022-11-15,2022-11-23,止损(-15%),03690,美团(03690),Alpha对冲 (做空恒生),-0.07403004448895188,-0.15609762195121948,-0.008037532973315727,-0.80%(恒生),-7.40%,-15.61%
2022-11-23,2023-02-23,止盈(60日),00981,中芯国际(00981),Alpha对冲 (做空恒生),-0.10143898291928304,-0.03733955659276549,0.16553840924580057,16.55%(恒生),-10.14%,-3.73%
2022-11-24,2023-02-24,止盈(60日),002415,海康威视(002415),Alpha对冲 (做空沪深),0.08121631672447432,0.2335135135135134,0.07108088006456476,7.11%(沪深),8.12%,23.35%
2022-11-30,2023-03-02,止盈(60日),01211,比亚迪股份(01211),Alpha对冲 (做空恒生),-0.0016886331549320552,0.12273641851106627,0.12611368482093038,12.61%(恒生),-0.17%,12.27%
2022-12-08,2023-03-10,止损(-15%),601888,中国中免(601888),Alpha对冲 (做空沪深),-0.07932836888273977,-0.1551314915028957,0.0035252462625838337,0.35%(沪深),-7.93%,-15.51%
